track_id,user,datetime
TRAWAJW128F42154AD,188,2017-04-06 05:32:10
TRAWEFO128F92D816D,92,2014-01-31 08:24:22
TRAWOJQ128F934B653,76,2016-08-12 19:43:10
TRAVWCV128F14AA604,21,2016-05-29 21:23:40
TRAUYGJ128E0798505,72,2016-05-21 08:44:38
TRAWFFR128F9320370,78,2014-11-30 23:24:40
TRAUVOX128F427785A,35,2015-11-17 16:48:34
TRAWYQE128F147BB28,91,2016-10-08 05:07:30
TRAVPHZ128F9300DB1,6,2014-11-30 02:31:03
TRAWQFU128F429882B,168,2018-04-23 17:00:10
TRAWFLJ128F4255415,181,2017-10-04 18:41:53
TRAWDUC12903CC51A0,57,2014-01-16 05:42:11
TRATVHE128F934ABD2,99,2014-08-13 22:57:39
TRAUDFY128F9355693,221,2016-03-23 19:24:53
TRAVOLK128F147CD94,201,2016-03-13 07:25:34
TRAVVRJ12903CE4166,228,2017-08-03 19:29:39
TRAWXSC12903D027C2,44,2015-05-11 17:29:15
TRAUSMT128F9302A7E,50,2017-10-11 05:44:40
TRAUSRW128F4262F05,228,2015-11-12 17:55:28
TRAUIPY128F4273122,230,2015-03-20 00:15:18
TRAVQKR128F935A10E,75,2018-07-24 12:24:52
TRAUDJF128F428FA58,232,2014-02-11 22:13:41
TRAVORG128F9302C75,87,2016-11-28 13:35:23
TRAUSRW128F4262F05,228,2016-11-20 16:57:07
TRAXACY128F424C6D1,49,2016-12-12 16:21:38
TRAWICE12903CEF144,239,2018-08-10 03:32:14
TRAVEUJ128F9332263,228,2015-06-30 09:43:00
TRAVWGY128F9337BAF,51,2017-05-31 20:23:00
TRATYQE128F4293A7D,13,2015-12-23 07:50:39
TRAVCJB12903CC8B5D,87,2016-11-02 22:22:33
TRAUNSC128F930C8D0,238,2014-12-06 00:58:39
TRAVBWV128F92D2531,236,2015-03-28 19:14:37
TRAUSGG128F932519D,209,2016-11-06 20:41:50
TRAUGOE128F422AB81,137,2017-10-15 16:15:13
TRAVXDV128F934D9AB,131,2018-02-18 08:54:23
TRAUODT12903CA6E19,200,2016-01-10 02:34:49
TRAWGOW128F149FF8F,120,2014-12-30 12:56:01
TRAVOLC128F930B2DC,208,2017-12-23 20:06:32
TRAWDTB12903CB283D,192,2014-09-08 14:12:19
TRAVOWY128F9336628,141,2014-09-05 15:24:43
TRAUQJM128F4277BB9,5,2017-06-03 03:20:43
TRAWLBX128F4257811,26,2017-10-09 07:16:09
TRAVACS128E0789D58,239,2018-08-22 01:32:56
TRAUMQN128F931A236,150,2016-06-18 12:50:22
TRAURIV128F9337BE5,195,2015-03-18 00:23:26
TRAWGFU128F92DEF4D,169,2014-10-11 13:58:29
TRAWCBC128F92ECDE9,244,2016-01-01 20:35:42
TRAUFZM128F4290117,212,2014-11-19 07:49:44
TRAWGKQ128F92F8F54,117,2016-01-18 17:39:35
TRAVKWA128F4271E63,133,2017-02-25 18:14:13
TRAUVTR12903CB43D9,171,2017-12-08 05:27:35
TRAUDSV128E07863F9,174,2015-11-21 08:13:50
TRAVJQU12903CA3CD4,91,2017-04-03 10:01:57
TRAUEGN128F9307238,237,2014-11-26 00:08:55
TRAVNMB12903CE606A,220,2017-03-29 10:20:45
TRAVXJF12903CF0973,185,2015-03-31 05:02:10
TRAUJLB128F9307505,162,2015-02-11 14:55:41
TRAVURN12903CD9FCC,91,2014-06-29 15:35:20
TRAVBYW128F426D501,120,2017-04-02 02:51:56
TRAUHDJ128F4260191,52,2017-05-20 04:42:38
TRAVSEK128F428AB05,235,2014-11-27 05:18:02
TRAVANC128F92EB21F,95,2017-06-27 09:07:20
TRAVIMX12903CEB755,148,2018-05-06 15:22:06
TRATTNC128F9309BB3,39,2017-06-18 11:08:47
TRAWHVY12903CB098E,226,2018-02-28 08:17:44
TRAVERI128F42457CB,10,2017-07-01 03:08:57
TRAWWXI12903CEBCCF,7,2015-10-05 07:39:30
TRATUON128F92EC9D9,245,2018-07-29 00:18:13
TRAUWGZ128F9320617,179,2018-08-05 19:59:51
TRAUDBO128F92DF470,33,2014-04-21 02:34:14
TRAVVLS128F14A79D6,123,2017-07-01 15:07:56
TRATSDF128F93023EB,38,2014-05-03 09:07:04
TRAVHKQ128F92CD6B3,245,2016-05-13 09:13:36
TRAWWSL128F93112A9,235,2018-03-12 12:19:05
TRAWSVD128F92E96B9,115,2016-08-16 22:55:42
TRAVDOK128F424EA5E,169,2017-10-10 21:27:51
TRAVGIB128F9349B3F,1,2017-10-19 19:59:21
TRATYHL128F1469E29,31,2015-10-27 05:46:51
TRATSKB12903CBCB27,75,2015-06-06 19:16:28
TRAUDPF128F14A1166,116,2016-12-29 06:38:46
TRAVSEK128F428AB05,187,2015-10-01 06:26:21
TRAUENB128F9302207,152,2014-10-12 18:39:08
TRATVQK128F425450D,237,2014-04-25 02:27:18
TRAVMHD128F4279699,242,2015-01-02 17:03:39
TRAWQIL128F424D8C4,100,2016-07-26 19:11:21
TRAVGIB128F9349B3F,154,2016-03-02 03:04:02
TRAVAPT12903CCFD4E,129,2015-06-04 15:25:45
TRATTFD128F92F416F,171,2016-05-02 16:41:48
TRAUWGZ128F9320617,132,2017-10-23 00:33:48
TRAVOIX128F425792A,67,2016-03-12 00:51:54
TRAVORG128F9302C75,141,2016-04-20 13:48:59
TRAUANB128F4263571,10,2017-02-04 15:45:40
TRAVBYW128F426D501,223,2014-07-20 02:49:21
TRAUNUB128F93373AA,8,2014-03-20 10:59:59
TRAVQRL128F93037FF,33,2016-02-27 09:26:55
TRAVGJU128F4266E8D,116,2014-01-04 05:10:03
TRAUFHP128F933E28F,30,2018-05-03 20:04:11
TRATSMF128F92ED742,174,2015-10-30 21:26:26
TRAWYQE128F147BB28,152,2017-04-22 09:43:48
TRAVMVL128F4271899,205,2014-06-17 13:18:40
TRAWUGP128F42BA894,116,2014-08-30 04:25:46
TRAWLEX128F429DCA3,99,2016-08-15 05:03:30
TRAXACY128F424C6D1,25,2017-09-16 22:41:55
TRAUMQN128F931A236,102,2016-08-14 00:08:55
TRAWZMV128F4266823,23,2015-10-12 18:58:13
TRAWOIA12903C9ACB1,110,2017-10-19 04:10:52
TRAUUNU128F9307EBA,22,2014-02-04 02:11:54
TRAVCUK128EF341404,126,2016-03-26 05:20:17
TRAUSMT128F9302A7E,133,2017-12-23 05:56:30
TRAVWRR128F933B142,118,2014-09-10 14:52:17
TRAWOUY128F930A959,60,2016-09-13 19:00:00
TRAUDPF128F14A1166,12,2015-08-09 19:34:41
TRAWFFR128F9320370,127,2016-11-03 04:47:35
TRAUKZZ128F933A09C,180,2017-03-18 10:04:32
TRAUJCX128F42811F9,63,2016-07-23 06:25:40
TRAVHJA12903CE18F1,209,2018-01-15 20:13:59
TRAVCDS128F4234FEB,200,2014-07-09 18:47:20
TRAVRNH128F42B85E6,219,2016-12-16 18:50:45
TRAWBUA128F92F9966,136,2016-08-18 14:12:24
TRAULVY128F9343D18,141,2016-12-20 08:45:34
TRAUFXV128F4266645,113,2014-02-25 14:52:00
TRAWDMN128F934911B,146,2016-04-07 23:16:29
TRAVAJV128F42AA3CE,221,2014-08-11 06:49:03
TRATTZU128E0798513,128,2015-08-22 10:35:56
TRAURQO128F426932F,112,2018-04-27 16:44:59
TRAWBEL128F427FCBA,195,2015-02-23 17:41:19
TRAWTHK12903CB0260,162,2016-05-24 07:44:38
TRAUTGZ128F92F6E88,49,2014-07-14 16:42:27
TRAURXZ128F427E8FD,122,2014-07-28 18:54:32
TRAVIMX12903CEB755,64,2014-03-23 13:20:08
TRAWZHV128F14ADC8B,22,2015-12-02 14:37:54
TRAVQMB128F9315644,93,2017-05-25 03:31:41
TRAUHWR12903CC82A0,191,2015-05-26 11:12:18
TRAVBQA128F933A494,147,2015-04-29 11:12:20
TRAVWGY128F9337BAF,229,2018-05-16 23:18:39
TRAWZMV128F4266823,170,2016-01-12 06:11:44
TRAUBDT128F9311E92,231,2016-03-04 12:53:33
TRAVFVI12903CB7B4C,126,2017-10-28 06:04:50
TRAUVDF12903CBCA12,185,2016-10-28 16:46:46
TRAWWSL128F93112A9,92,2014-03-09 16:06:22
TRAWOUY128F930A959,230,2018-04-19 11:16:27
TRAWDEG12903C9A9DB,99,2016-12-12 10:44:38
TRAWZYK128F92F88DA,193,2017-08-14 01:58:26
TRAVJCU128F428B0DA,216,2014-04-13 07:46:32
TRAURNN128F92EF1C8,236,2014-06-16 13:25:11
TRAWKFX128F9317510,109,2016-07-16 13:41:45
TRAURNN128F92EF1C8,162,2015-03-25 20:49:39
TRAWDET128F934FB4E,217,2016-07-03 22:25:47
TRAUVUW128F92E20E8,34,2017-04-22 09:31:27
TRAWDEG12903C9A9DB,187,2016-04-29 11:12:31
TRAUYJF128F4267CFF,222,2014-10-12 19:41:39
TRAUTFS128F428CE3A,79,2017-12-31 11:37:39
TRAVNRI128F931B140,149,2015-04-15 20:42:56
TRAUIXQ128F4259751,212,2014-09-30 09:36:01
TRATYHL128F1469E29,244,2014-04-14 15:40:34
TRAWGFU128F92DEF4D,86,2016-04-09 16:30:21
TRAVAXP128F92C5589,117,2018-07-21 10:31:49
TRAWBXX12903D099D5,15,2017-04-16 01:54:02
TRAWGJX128F429A3F0,168,2017-07-09 01:51:06
TRAUSWP128F4260CA5,150,2018-07-21 03:24:40
TRAUVMA128F92F0FFE,75,2017-06-24 14:12:21
TRAVORG128F9302C75,226,2014-09-20 05:16:52
TRATXMR128F92E108B,36,2015-07-17 09:57:50
TRAVKAK128F426E6C7,188,2015-10-15 06:11:50
TRAWOUY128F930A959,11,2014-12-14 03:31:19
TRAUSVP128F149AF3D,250,2017-05-18 08:32:00
TRAVAHG128F428D023,35,2014-05-21 07:51:29
TRAUYHZ128F9335DCB,53,2018-04-30 00:55:57
TRAUZDH128F42B86F4,208,2017-07-28 06:11:54
TRAWFEM128F92D95BA,69,2014-04-06 11:44:35
TRAURQO128F426932F,110,2017-10-15 09:42:30
TRAVLOL128F428206C,207,2018-04-28 19:31:59
TRAUSWP128F4260CA5,164,2017-11-04 18:24:27
TRAUFEH12903CF4243,35,2017-04-17 11:55:48
TRAVUQU128F933D3FE,44,2017-01-14 17:03:40
TRAUFZM128F4290117,74,2016-04-22 09:52:25
TRATTZU128E0798513,7,2016-08-20 02:40:11
TRAVHPF128F429AA9A,216,2018-05-17 10:34:06
TRAUFKT128F14812FF,140,2015-11-16 20:34:42
TRAUODT12903CA6E19,249,2014-09-11 07:06:39
TRAVQKR128F935A10E,137,2015-12-21 16:35:57
TRAUUWB12903CD391A,204,2017-09-10 07:42:15
TRAUXUZ12903CE813F,235,2015-06-14 18:57:45
TRAUIMP128F92DC604,198,2016-07-16 20:07:55
TRAVEUJ128F9332263,238,2014-09-20 06:05:11
TRAVCJB12903CC8B5D,239,2015-06-11 16:27:27
TRAWVVM12903CC9B77,220,2017-09-04 09:50:11
TRAWCLY128F424835F,172,2015-07-17 21:51:56
TRAUPJP128F42A4AB0,75,2017-12-25 01:25:53
TRAUXZY12903CE4255,44,2015-08-04 04:40:30
TRAVRCV12903CDFBB0,184,2014-09-24 09:47:33
TRAWDET128F934FB4E,155,2018-04-29 21:10:47
TRAUYAT128F42554AA,179,2015-04-12 02:22:29
TRAVANG12903CC6E6E,168,2017-03-12 22:36:00
TRATZZO128F930CEDE,36,2015-11-01 17:25:29
TRAWMQC128F4288D56,9,2015-04-06 18:21:14
TRAURQO128F426932F,107,2015-07-05 11:54:14
TRAULUB128F4236B05,62,2014-10-03 21:04:30
TRAVCNT128F92F1091,168,2015-09-30 14:03:14
TRAUXUA128F9303F66,103,2014-02-28 14:19:36
TRAUGWA128F14661A9,18,2016-06-14 14:32:17
TRAUYHK12903CDD9F1,172,2017-04-15 14:30:12
TRAUCMQ128F427506B,172,2016-02-01 20:58:36
TRAUFEH12903CF4243,53,2014-10-11 06:54:19
TRAWAUC128F9312676,75,2014-01-20 18:12:12
TRAUXUZ12903CE813F,105,2017-06-26 03:17:27
TRAUFMU128F935F235,248,2017-02-21 07:35:29
TRAULEJ128F92E2A47,115,2015-08-19 09:50:57
TRAWXXJ128F9346F83,153,2014-02-17 20:21:09
TRAWIJQ128F145C2C7,241,2018-05-07 05:50:12
TRATTMO12903CE0459,43,2016-08-30 02:49:31
TRAVDUU128F424D590,45,2018-06-26 12:15:35
TRATTZU128E0798513,107,2014-05-16 17:11:48
TRAWXXJ128F9346F83,233,2017-02-21 18:32:33
TRAWNAF128F425CBC9,29,2014-11-05 18:32:12
TRAUSWP128F4260CA5,136,2015-11-23 18:33:11
TRAUAIN128F14863BA,41,2016-09-13 07:48:40
TRAUQYG128F92F0806,181,2018-03-07 00:37:26
TRAVTGB12903CE5231,123,2014-12-08 10:04:47
TRATUCH12903CDFD5B,122,2016-12-02 06:37:54
TRATXBY128F931174B,193,2015-10-09 16:14:23
TRATZZO128F930CEDE,143,2014-07-27 15:08:12
TRAWBNU128F9306D69,110,2017-12-03 08:04:27
TRAUFZM128F4290117,230,2017-07-19 19:13:00
TRAVIBR128F1473C2E,23,2016-12-09 11:57:07
TRAUNGY12903CC412B,241,2017-07-17 06:05:28
TRAWIDG128F92EF1EA,157,2017-05-23 18:13:58
TRAVIJA128F92E720A,155,2016-08-12 11:04:57
TRAVKKE128F429DEFE,9,2016-04-02 21:14:55
TRAWHVY12903CB098E,133,2015-08-01 19:03:33
TRAUNFO128F92EC88E,194,2014-08-27 04:43:46
TRATYHL128F1469E29,132,2014-04-04 03:08:10
TRATTFD128F92F416F,47,2015-04-26 02:04:09
TRAUUWB12903CD391A,192,2014-10-08 14:52:58
TRAVIVN128F42873F4,229,2018-06-26 05:25:57
TRAUIUP128F4243949,244,2016-01-19 05:45:54
TRATSCZ12903CDAF86,214,2014-09-16 13:30:13
TRAWMMY128F427D7E1,208,2015-05-14 22:54:09
TRAVCNI128E0794817,95,2018-04-10 20:19:24
TRAULCS128F4254CAA,250,2017-06-05 10:31:52
TRAUUFH128F4226B3D,228,2017-01-13 06:11:41
TRAUYGJ128E0798505,42,2018-07-30 09:58:17
TRAUYHK12903CDD9F1,62,2018-07-15 15:10:12
TRAUSRW128F4262F05,234,2017-05-02 18:19:49
TRAVKWA128F4271E63,188,2016-08-22 02:45:07
TRAVHGK128F14ADDE0,154,2017-08-22 04:39:12
TRAUYTQ128F930680F,197,2014-12-23 20:06:07
TRAWBXX12903D099D5,209,2017-05-26 00:40:32
TRAWFLJ128F4255415,46,2015-05-08 18:36:29
TRAVCJB12903CC8B5D,158,2014-11-01 02:33:25
TRAWPXD128F422B642,225,2017-05-08 00:33:48
TRAWVBR128F930A60B,212,2017-02-28 15:38:26
TRAVPOX128F14A0A3F,104,2017-01-14 06:58:17
TRAUIOF128F428F221,11,2016-11-18 22:32:40
TRAUMWA128F427B071,89,2016-12-10 23:34:45
TRATSMF128F92ED742,61,2017-08-08 11:13:41
TRATYLI128F9324AF3,231,2014-11-06 05:09:15
TRAUGWA128F14661A9,27,2014-08-08 15:04:58
TRAVEKC128F92D5C73,35,2015-04-19 03:51:29
TRAWTHK12903CB0260,217,2015-02-14 06:09:42
TRAUJLB128F9307505,230,2014-04-30 12:25:49
TRAVJJI12903CC428A,32,2017-06-26 20:45:35
TRAVCKY128F4236EBF,222,2014-07-03 21:45:16
TRATYQE128F4293A7D,201,2014-12-05 06:03:00
TRATZLP128F421C574,95,2016-12-19 06:02:35
TRAVPVL128F92FA6C2,80,2017-08-08 07:50:36
TRAWFFR128F9320370,4,2015-10-04 16:06:42
TRAUZCE128F4267A9C,134,2017-12-15 12:14:09
TRAWRNO128F4253951,147,2017-07-23 04:03:16
TRAVQRL128F93037FF,174,2014-06-12 10:50:38
TRAVCJB12903CC8B5D,170,2016-12-09 17:07:35
TRAUZDH128F42B86F4,201,2018-07-16 18:20:13
TRAWSKO128F422E8E9,14,2015-04-01 03:42:10
TRAVCNT128F92F1091,207,2016-04-08 14:40:41
TRATSRJ128F934312F,31,2017-07-06 21:32:23
TRAWYVC12903CD9439,101,2018-01-14 21:42:40
TRAWQJN128F4256CEE,110,2015-11-18 08:42:51
TRAWJGA128F4269064,199,2015-11-08 21:18:39
TRAWMMY128F427D7E1,82,2017-07-08 13:40:08
TRAWAUX128F4236BAC,91,2017-09-09 23:44:29
TRAWOIH128F932D547,192,2017-01-16 17:33:54
TRAVNMB12903CE606A,69,2016-01-07 06:22:43
TRAUWUX128F92FE41C,75,2014-05-03 18:12:30
TRATTFD128F92F416F,25,2014-07-31 12:23:22
TRAVXCQ128F92DDE94,97,2018-01-29 23:40:47
TRAWQFC128F42BC796,140,2018-02-14 16:28:41
TRAUCGD128F92DA6EB,132,2016-08-27 10:53:09
TRAVRNH128F42B85E6,52,2017-04-28 21:01:56
TRAUHSY12903CFEA42,157,2017-01-10 22:58:49
TRAWXSC12903D027C2,213,2017-11-18 05:39:02
TRAVPRK128F42797F6,15,2015-10-10 07:32:52
TRAWITH128F92FB132,110,2018-02-05 18:37:14
TRATXBY128F931174B,9,2014-08-27 20:18:01
TRATSKB12903CBCB27,161,2017-10-02 19:40:11
TRAUNFO128F92EC88E,75,2016-10-25 11:26:53
TRAVRET128F422DA1B,131,2014-05-21 05:21:37
TRAVTTJ128F4266D7C,206,2014-08-02 13:42:48
TRAVLLA128F42948C3,16,2017-02-03 03:34:04
TRAVEZB128F425B954,17,2017-03-06 20:55:48
TRAVMHQ128F92DE5A4,162,2018-07-16 20:37:46
TRAWDFL128F426B6C1,141,2017-06-10 00:33:47
TRAVDZK12903CCF61B,108,2016-09-20 21:46:06
TRAVQRL128F93037FF,51,2016-03-29 10:28:06
TRAVGKH128F4239937,145,2016-06-13 23:34:01
TRAVRCV12903CDFBB0,123,2014-12-23 18:06:37
TRAUUDH12903CF9010,38,2016-03-29 01:26:34
TRATXSV12903CC1F0A,141,2015-07-12 15:11:10
TRAVUJS128F427A50F,119,2015-01-25 03:31:05
TRAURIV128F9337BE5,225,2014-10-30 07:29:46
TRAVFVI12903CB7B4C,73,2016-03-17 09:45:20
TRAVGKH128F4239937,1,2016-01-30 12:11:19
TRAWEFO128F92D816D,36,2015-05-10 22:52:18
TRAUDPF128F14A1166,117,2014-08-29 09:30:18
TRAUTGZ128F92F6E88,125,2015-09-25 06:48:17
TRAUDNS128F92F64C7,1,2018-06-14 20:01:19
TRAUVRN128E07838DF,224,2017-08-16 16:52:22
TRAVDOK128F424EA5E,244,2015-05-18 14:34:19
TRAUGMT128F9303449,166,2014-09-29 07:26:56
TRAWTHK12903CB0260,243,2017-03-23 08:25:25
TRAVORG128F9302C75,34,2016-08-28 05:33:38
TRAWLRV128F92D310E,206,2017-01-14 06:25:29
TRAVANC128F92EB21F,71,2015-01-30 20:32:05
TRAUNGY12903CC412B,15,2014-07-29 23:41:11
TRAVWGY128F9337BAF,86,2015-06-28 19:55:48
TRAUNWP128F146E6D8,129,2018-02-28 19:36:40
TRAVJJI12903CC428A,224,2015-12-03 16:25:36
TRAUVMA128F92F0FFE,2,2016-07-03 07:17:15
TRATZZO128F930CEDE,225,2014-04-12 04:24:49
TRAWLKO128F92DCE96,229,2017-02-19 00:14:00
TRAWXLK128F42A44C9,201,2017-02-02 17:06:38
TRAUEQC128F93321F1,46,2016-11-05 19:49:33
TRAUBPN128F9312AAA,176,2017-08-28 16:35:30
TRAUYJF128F4267CFF,157,2018-04-03 00:46:24
TRAWIDG128F92EF1EA,89,2017-06-01 05:36:27
TRAWMLY128F92CFBBE,87,2014-04-26 20:13:18
TRAWJKM12903CCB49D,158,2017-03-09 06:33:04
TRAVISG128F932B3FB,86,2015-08-05 22:31:17
TRAUAIN128F14863BA,168,2016-08-15 18:49:57
TRAUKKZ128F9341A22,172,2018-05-20 17:39:27
TRAVQDQ128F92FBF42,190,2014-06-27 16:17:28
TRAUVRN128E07838DF,73,2018-08-16 23:33:41
TRAUFZM128F4290117,209,2016-05-29 06:59:08
TRAVJLG128F930B2C3,149,2017-05-06 16:01:36
TRAWFLJ128F4255415,235,2016-03-31 11:40:20
TRAULVY128F9343D18,160,2015-02-02 10:36:22
TRAVWIE128F149BD15,9,2014-09-26 09:57:03
TRAVZGW12903CF2514,125,2014-12-21 14:03:10
TRAVPOX128F14A0A3F,25,2014-08-01 03:17:29
TRATSMF128F92ED742,104,2017-09-03 22:23:35
TRAVNIZ12903CDB1D5,57,2015-10-23 08:01:27
TRAUJLB128F9307505,242,2016-07-16 14:25:39
TRAUFXV128F4266645,123,2015-03-26 14:04:36
TRAXAAK128F92F9AEF,52,2017-02-13 10:42:39
TRAUIPY128F4273122,171,2015-12-01 14:16:42
TRAVHGK128F14ADDE0,145,2018-07-28 02:07:00
TRAVQRL128F93037FF,201,2014-07-25 04:47:28
TRAVQKR128F935A10E,37,2018-01-16 03:06:16
TRAWJKM12903CCB49D,243,2017-12-18 20:57:51
TRAWQLZ12903CA2E47,207,2015-12-14 17:39:35
TRAUZCE128F4267A9C,108,2015-07-04 04:18:48
TRAVPRK128F42797F6,118,2016-05-18 14:18:11
TRAUUNU128F9307EBA,151,2016-06-30 08:05:46
TRATUJK128F429C591,146,2018-08-25 23:56:49
TRAVIMX12903CEB755,101,2016-03-14 03:03:29
TRAVJVS128F4251455,12,2014-06-01 17:11:32
TRAVPHZ128F9300DB1,202,2014-12-24 21:49:34
TRAWRGZ128F930B12F,62,2016-06-17 23:33:40
TRAUTHQ128F1469076,166,2014-02-27 16:33:49
TRAWBKL128F932E32A,213,2015-11-21 02:14:39
TRAUXZY12903CE4255,125,2018-05-11 08:13:55
TRAWWXI12903CEBCCF,129,2017-04-30 02:24:04
TRAWIJQ128F145C2C7,118,2016-07-30 07:34:38
TRAWWXI12903CEBCCF,205,2014-02-25 01:13:34
TRAUVLY128F92DA990,133,2014-12-30 05:48:36
TRAUIXQ128F4259751,142,2014-08-11 21:21:00
TRAWDKJ128F423A5F3,67,2016-10-03 08:38:25
TRAVBMS128F1458D8C,181,2018-01-21 10:19:06
TRAWOJQ128F934B653,127,2015-04-24 15:54:16
TRAUNSC128F930C8D0,197,2014-08-30 10:47:54
TRAVHKQ128F92CD6B3,47,2017-01-28 09:52:51
TRAUSVP128F149AF3D,158,2017-06-09 08:37:16
TRAVJMP128F9306FE0,53,2014-12-15 09:47:37
TRAUVUW128F92E20E8,92,2014-10-06 01:01:14
TRAWFRU128F145954F,107,2014-03-01 13:27:33
TRAUCOU128F42289D1,202,2018-07-21 03:16:26
TRAWHOF128E0788F95,108,2016-10-26 15:25:39
TRAWWXI12903CEBCCF,14,2018-07-15 04:59:05
TRAVBFO128F427B701,153,2016-12-30 13:12:09
TRAUERZ128F933832E,62,2016-03-30 22:49:12
TRAWLVG128F426836F,181,2015-01-02 02:32:35
TRAVZWM128E079282D,181,2015-11-14 15:31:23
TRAWAGQ128F932FB1C,191,2018-03-22 06:49:29
TRAUOFO128F92F71D3,183,2014-04-19 02:45:01
TRAUQEV128F9319F49,100,2018-03-23 00:12:59
TRAVCDS128F4234FEB,67,2018-04-06 04:42:14
TRAUSMT128F9302A7E,161,2015-05-30 22:22:16
TRAVZIF128F4295AC2,60,2015-08-31 12:48:57
TRAWAFA128F931B67C,58,2016-09-14 02:35:17
TRAUEGN128F9307238,180,2014-01-17 05:40:50
TRAUDBU128F9313CBB,3,2015-06-16 08:40:19
TRAVTTJ128F4266D7C,184,2016-05-02 08:23:22
TRAUZCE128F4267A9C,152,2014-01-21 01:46:54
TRAWITH128F92FB132,151,2015-04-11 22:01:36
TRAUIOO12903CB33C0,249,2015-05-08 07:40:23
TRAUTGZ128F92F6E88,3,2015-09-24 12:42:00
TRAVOLK128F147CD94,220,2016-10-17 15:56:23
TRAVLLA128F42948C3,86,2016-01-28 03:50:09
TRAWYVC12903CD9439,74,2018-08-15 23:35:05
TRAUWTB128E0791D69,223,2016-11-17 12:37:49
TRAWPXD128F422B642,110,2016-10-14 12:03:36
TRAUKAH128F1485EAC,213,2017-07-19 03:08:30
TRAUXDX128F934210A,1,2016-09-09 08:51:57
TRAWDKJ128F423A5F3,47,2017-12-30 23:11:38
TRAURIV128F9337BE5,135,2014-08-25 10:32:46
TRAVJCU128F428B0DA,119,2016-02-03 20:37:00
TRAUYTQ128F930680F,246,2015-09-17 22:03:08
TRAUSVP128F149AF3D,216,2015-03-12 00:58:40
TRAVPGS128F9329A5D,115,2018-03-18 18:04:30
TRAWXAV128F93298E8,179,2015-01-09 21:02:30
TRAWNRK128F92EA2C2,97,2014-01-03 06:45:42
TRAUYTQ128F930680F,250,2015-04-04 08:45:48
TRAVCDS128F4234FEB,84,2015-09-25 20:10:38
TRAWRJP128F42A22B4,92,2014-04-17 15:38:02
TRAUBPL128F93285BA,182,2016-03-07 14:32:05
TRAWGJX128F429A3F0,234,2015-03-18 00:20:26
TRAWAJW128F42154AD,189,2015-03-31 11:29:35
TRAUJQL128F4228C71,174,2017-10-10 20:49:11
TRAUFNY128F9308217,199,2014-11-09 23:51:09
TRATXPM128F92F15A1,2,2017-09-02 07:23:31
TRAURQO128F426932F,6,2018-03-31 16:35:17
TRAWYVC12903CD9439,250,2014-11-11 10:40:21
TRATTZQ128F42283C5,120,2015-07-08 10:05:39
TRAVERI128F42457CB,93,2014-10-11 07:32:33
TRAUVRN128E07838DF,153,2018-08-02 13:30:15
TRAWQYH128F93222C6,176,2014-03-10 09:03:50
TRAWICE12903CEF144,148,2017-01-11 12:24:28
