track_id,artist,title,lengthSeconds
TRAUNFO128F92EC88E,The Umbrella Sequence,This Time We're Positive,216
TRAUNGY12903CC412B,Titán,Space Chemo,129
TRAUNSC128F930C8D0,Funkdoobiest,Superhoes,273
TRAUNSW12903CA815E,Tarot,Pilot of All Dreams,259
TRAUNUB128F93373AA,Brent Dowe,Passion Love,215
TRAUNWP128F146E6D8,Orson,Bright Idea,205
TRAUOCV128F428464E,B R OAD WAY,Caution Wet Floor,234
TRAUODT12903CA6E19,Shirley Brown,If I Were Your Woman,306
TRAUOFO128F92F71D3,Steps,Never Say Never Again,254
TRAUOMY12903CE8685,The Loved Ones,Chicken,292
TRAUOOS128F92ED2CA,Suicidal Romance,Prince of the Darkness,145
TRAUPHW12903CE599C,Thomas Leer,Freidrich Strasse,264
TRAUPIY128F425EF4A,Butane,Long Time,122
TRAUPJB128F42625B8,Steve Tyrell,Someone To Watch Over Me,150
TRAUPJP128F42A4AB0,Alex Baroni,Come Sei E Quello Che Non Sei,301
TRAUPNX128F428F286,Leo Kottke,Death By Reputation,185
TRAUQBO128F92FF305,Jimi Tenor,My Mind,297
TRAUQEV128F9319F49,Blockhead,Good Block Bad Block,220
TRAUQID128F427864F,Bomb,I Loved You Than I Died,344
TRAUQJM128F4277BB9,Blenderhead,Fort Lewis Gun Club Youth Day,271
TRAUQYG128F92F0806,Major Matt Mason USA,It's All You,300
TRAURIV128F9337BE5,Articolo 31,Domani,226
TRAURNN128F92EF1C8,Blackmore's Night,Rainbow Blues,173
TRAURQO128F426932F,Ornette Coleman,All of My Life,261
TRAURXZ128F427E8FD,Tommy McClennan,My Baby's Doggin' Me,244
TRAUSGG128F932519D,Guy J,Mikro,242
TRAUSMT128F9302A7E,Audio Soul Project,Everything Is Alright (Audio Soul Dark Touch),397
TRAUSOL128F93389C4,Eurogliders,Maybe Only I Dream,322
TRAUSRW128F4262F05,Daniele Silvestri,1.000 Euro Al Mese,193
TRAUSVK128F9323795,John Patitucci,Bach Prelude In G Major (From The Cello Suite),141
TRAUSVP128F149AF3D,Enzo Avitabile,Un Amico (2004 Digital Remaster),239
TRAUSWP128F4260CA5,Tiger Lou,The loyal,369
TRAUTFS128F428CE3A,Exposé,You Don't Know What You Got,335
TRAUTGZ128F92F6E88,IIIrd Tyme Out,Medals For Mothers,266
TRAUTHQ128F1469076,The Railway Children,Over And Over (Full Remix),266
TRAUTIX128F42985F7,Tom Robinson Band,Days of Rage,239
TRAUTJX128F92F6B44,Lale Andersen,Sail Away Boy (2008 Digital Remaster),195
TRAUTSW128F427E27A,East West,Breathe,284
TRAUUDH12903CF9010,Tommy Bolin,Lotus,148
TRAUUFH128F4226B3D,The Weathermen,Custom Brain,302
TRAUUNU128F9307EBA,General Degree,Last Night,156
TRAUUTN12903CA8CA6,Machito,Conversation,209
TRAUUUW128F930923A,Adversus,Stirb in mir,239
TRAUUWB12903CD391A,The Wailers,Shanghied,179
TRAUUXR12903CC1EDD,Golden Triangle,Jungle Jim,121
TRAUVBT128F933F94F,El Guincho,Kalise (Tanlines Remix),261
TRAUVDF12903CBCA12,Dagda,Prologue,307
TRAUVFO128EF34E1EF,Ours,Il Était Temps,241
TRAUVGR128F9334B5C,Franco De Vita,Intro,174
TRAUVLY128F92DA990,Archie Edwards,Sittin' On Top Of The World,263
TRAUVMA128F92F0FFE,BloodKin,Last Night Out,182
TRAUVOJ12903CA3C77,The Gourds,Part II - Best of Me,299
TRAUVOX128F427785A,Adalberto Álvarez,Mientes,226
TRAUVRN128E07838DF,Ronan Keating,I Hope You Dance,154
TRAUVTR12903CB43D9,Team Arliss featuring Sheek Louch,Bang Bang,233
TRAUVUW128F92E20E8,The Go-Go's,Stuck In My Car,247
TRAUVVK128F4224BDE,Takka Takka,They Built You Up Too Fast,199
TRAUWGB128F424C8FE,Eric Dolphy,Laura,192
TRAUWGZ128F9320617,The Whitest Boy Alive,Gravity,307
TRAUWMJ128F92F9329,Headscan,Lolife (Resolver),214
TRAUWPC12903CF0183,Extol,Human Frailtie's Grave,298
TRAUWTB128E0791D69,Bryan Adams,What's It Gonna Be,217
TRAUWUV128F93369E2,Barry Biggs,Wide Awake In A Dream,264
TRAUWUX128F92FE41C,Alison Krauss,When You Say Nothing At All,203
TRAUXDX128F934210A,Lemongrass,On The Way,249
TRAUXJB128F92C7E9B,65daysofstatic,The Fall of Math,159
TRAUXUA128F9303F66,Suicidal Romance,Lose Your Fears (radio edit),258
TRAUXUF128F426C0C8,Mariachi Sol de Mexico,Carino Nuevo,207
TRAUXUZ12903CE813F,Teenage Kicks,I Heart Lora Logic,224
TRAUXZY12903CE4255,Turning Point,The Few and the Proud,256
TRAUYAT128F42554AA,The Skillet Lickers,Pass Around the Bottle and We'll All Take a Drink,371
TRAUYGJ128E0798505,Blind Melon,No Rain (2002 Digital Remaster),157
TRAUYHK12903CDD9F1,Compay Segundo,Cuembe Tangana,196
TRAUYHZ128F9335DCB,Willy Chirino (a duo con Celia Cruz),Cuba Que Lindos Son Tus Paisajes,271
TRAUYJF128F4267CFF,Gong,Sold To The Highest Buddha (2004 Digital Remaster),224
TRAUYTQ128F930680F,Spanish Harlem Orchestra,Danzón for My Father,208
TRAUZCE128F4267A9C,David Bromberg,The Holdup,289
TRAUZDH128F42B86F4,Shawn Christopher,Another Sleepless Night,238
TRAUZFC12903D03259,Tastexperience,Forgiven,379
TRAUZJP128F427040B,Adam F,Music in my Mind (Album Version),166
TRAUZST128F92E81BE,Fiction 8,Break the Line,198
TRAVACS128E0789D58,The Redwalls,Falling Down (Explicit),151
TRAVAHG128F428D023,Pink Razors,Dischord Datchord,192
TRAVAJV128F42AA3CE,Members of Mayday,Forward Ever Backward Never,279
TRAVANC128F92EB21F,Sporto Kantès,Surprise,168
TRAVANG12903CC6E6E,Ney Matogrosso,Fosforo Queimado,193
TRAVAPT12903CCFD4E,Arma Blanca,El Musicologo,213
TRAVATJ128E078D74D,Madeleine Peyroux,La Vie En Rose  (LP Version),237
TRAVAXP128F92C5589,Sarah Brightman,Do You Wanna Be Loved?,140
TRAVAZN128F42719C9,Cledus T. Judd,What the *$@#  Did You Say,287
TRAVBFO128F427B701,Chet Baker,Chet (2004 Digital Remaster),250
TRAVBJU128F931786F,The Clancy Brothers and Tommy Makem,Children's Medley,283
TRAVBMS128F1458D8C,Steve Hackett,Give It Away,243
TRAVBQA128F933A494,Leeland,Lift Your Eyes Up,244
TRAVBWV128F92D2531,Eat Static,Dzhopa Dream,252
TRAVBYW128F426D501,Terence Trent D'arby,Are You Happy?,255
TRAVCDD128F425D98E,The Dayton Family,The Journal,184
TRAVCDS128F4234FEB,Roll Deep,Bad Luck,233
TRAVCEW128F4268619,Louisiana Red,Prison Blues #1,211
TRAVCJB12903CC8B5D,Nifelheim,The Final Slaughter,259
TRAVCKY128F4236EBF,Horsepower,Dreams On The Wheels (2006 Digital Remaster),255
TRAVCNI128E0794817,JJ72,Coming Home,216
TRAVCNT128F92F1091,Superdrag,Garmonbozia (LP Version),260
TRAVCUK128EF341404,No More,Schwarzen Mann Gesehn,234
TRAVDFC128F42636AA,Self Scientific,Bonus Track 2,291
TRAVDOK128F424EA5E,Kate Nash,Foundations,263
TRAVDUR128F931A097,Ernestine Anderson,God Bless The Child,184
TRAVDUU128F424D590,Teräsbetoni,Voiman vartijat,278
TRAVDWI12903CA913D,Xavier Cugat,Alma Llanera,216
TRAVDZK12903CCF61B,Royal Crown Revue,Barflies At The Beach (Album Version),257
TRAVEJN128F149E0F6,Sarah,Make You Laugh,115
TRAVEKC128F92D5C73,Los Inquietos,Si La Ves,336
TRAVERI128F42457CB,Army of the Pharaohs,Blue Steel,201
TRAVEUJ128F9332263,Pete and the Pirates,Sonny,253
TRAVEZB128F425B954,Electric Frankenstein,Not This Time,282
TRAVFEP128F93200FC,Shrimp Boat,Van Buren,189
TRAVFPW128F9346CA5,617,Drunk (The Phat Mix),227
TRAVFUU12903CCDE9D,Dudley Perkins,Money,302
TRAVFVI12903CB7B4C,Jesse Saunders featuring Twala Dawn,Excited,260
TRAVGIB128F9349B3F,Jump5,Why Do I Do (Key-E-Premiere Performance Plus w/o Background Vocals),216
TRAVGJU128F4266E8D,James Blood Ulmer,Love Dance Rag,192
TRAVGKH128F4239937,Marcelo,Pa' Lo Congo,166
TRAVGNV128F9334B4B,Goteki,Diatribe,301
TRAVHDM128F4288954,Purple City,Strapped,172
TRAVHGK128F14ADDE0,Donald Lawrence & The Tri-City Singers,In The Presence Of A King,289
TRAVHGK128F9315318,Keny Arkana,Prière,315
TRAVHJA12903CE18F1,Frank Gambale,6.8 Shaker,203
TRAVHKQ128F92CD6B3,Biosphere,Lounge,156
TRAVHPF128F429AA9A,Eddie C. Campbell,Cha Cha in Blues,249
TRAVHUC128F429B62B,Merle Travis,Sixteen Tons,225
TRAVHYF12903CEFB88,Men Of Standard,Always There,233
TRAVIBR128F1473C2E,Os Travessos,A Música que eu toco,176
TRAVIJA128F92E720A,King Tubby,Pain Dub,197
TRAVIMX12903CEB755,Inkubus Sukkubus,Death Comes (The Wedding Night),131
TRAVISG128F932B3FB,DIR EN GREY,艶かしき安息、躊躇いに微笑み,300
TRAVIVN128F42873F4,Chrome,Brain On Scan,301
TRAVIYW128F4277858,Adalberto Álvarez,Te equivocaste,196
TRAVJCU128F428B0DA,Original Broadway Cast Recording;Ross Reimueller,Finale/Thank Heaven For Little Girls (Reprise),127
TRAVJIC128F1469AA7,Bryan Savage,Two Cool,298
TRAVJJI12903CC428A,Craig David,I Heard It Through The Grapevine,407
TRAVJLG128F930B2C3,The Flower Kings,Flora Majora,233
TRAVJMP128F9306FE0,Kojak,Tell Me,226
TRAVJQU12903CA3CD4,Julie Andrews,He Loves and She Loves (from Funny Face),217
TRAVJSK128F9313313,Aubrey,Angel (ANR Club Mix),325
TRAVJUH12903CC06B6,Argent,Liar,176
TRAVJVQ12903CE09BC,Raheem Devaughn,Dr. Cornell West (Intro),242
TRAVJVS128F4251455,Wayne Smith,Like A Dragon,274
TRAVJYT12903D11356,June Carter Cash,Eight More Miles To Louisville,131
TRAVKAK128F426E6C7,Sandy Nelson,In Beat,248
TRAVKIF128F1451AF2,The Hold Steady,Chicago Seemed Tired Last Night,276
TRAVKIR12903CBE25D,Jackie-O Motherfucker,The Grave (VPRO Session),298
TRAVKJW128F421B564,Otis Rush,I Wonder Why (Live),210
TRAVKKE128F429DEFE,Kasso,Brazilian Dancer,205
TRAVKOQ128F9351B59,Jay Reatard,It Aint Gonna Save Me,232
TRAVKWA128F4271E63,Téléphone,Ca C'est Vraiment Toi,258
TRAVLLA128F42948C3,The Nitty Gritty Dirt Band,Mother Of Love (2002 Digital Remaster),122
TRAVLOL128F428206C,The Grassmasters,Play With Fire,369
TRAVMHD128F4279699,Tina Charles,Disco Love,229
TRAVMHQ128F92DE5A4,The Backyardigans,When I'm Booin',234
TRAVMTI128F4231CFF,Preacher,Traffic Jam,168
TRAVMVL128F4271899,Cledus T. Judd,Momma's Boy,290
TRAVNIZ12903CDB1D5,Edge of Sanity,Beyond the Unknown,245
TRAVNKL128F933D1FD,Division Day,Devil Light,190
TRAVNLR128F93433DD,Mallorca Lee,Second Guess,261
TRAVNMB12903CE606A,Kris wadsworth,Jazz Jack,300
TRAVNQX128F4268D40,The Jesus Lizard,And Then The Rain,189
TRAVNRI128F931B140,September,September All Over,199
TRAVOIX128F425792A,Inkubus Sukkubus,Three Women & The Sea,200
TRAVOJJ128F426DE21,George Clinton & the P-funk AllStars,Sick 'em,195
TRAVOLC128F930B2DC,Samael,Illumination,176
TRAVOLK128F147CD94,The Grates,Lies,224
TRAVOOT128F9333D01,Hannah Montana,Let's Do This,232
TRAVORG128F9302C75,Anthony Hamilton,Cool,310
TRAVOWY128F9336628,Eliza Lacerda,"Sim, Foi Você",288
TRAVOYX128F42AB738,Public Relations Exercise,The Centurion,207
TRAVPAT12903CEDCAC,Frankie Bones,The Saga Continues,197
TRAVPGS128F9329A5D,The Riverboat Gamblers,Catch Your Eye,197
TRAVPHZ128F9300DB1,Cursive,The Dirt of the Vineyard,324
TRAVPNW128F93381DE,Lucky Luciano,Man N My City,210
TRAVPOX128F14A0A3F,Blank & Jones,Flying To The Moon (Paffendorf Dub),247
TRAVPRK128F42797F6,Terence Trent D'arby,Undeniably,322
TRAVPTB128F4248442,Remembering Never,Plotting a Revolution in a Minor,256
TRAVPVL128F92FA6C2,Lil' KeKe,What It Do (Feat. Big Pokey & Big Hawk),265
TRAVPVT12903CF4704,Dustin O'Halloran,What Is Unknown,141
TRAVQDQ128F92FBF42,The Riverboat Gamblers,I Get Down,336
TRAVQKR128F935A10E,Jonathan King,Let it all hang out,222
TRAVQLL12903CF225C,Borknagar,Relate (dialogue),247
TRAVQMB128F9315644,Harrison Kennedy,Everybody Gets the Blues,312
TRAVQRL128F93037FF,Ruth Brown,Brown Sugar,235
TRAVRBD12903CF1DFB,Extol,Confession Of Inadequacy,286
TRAVRCV12903CDFBB0,A Small Good Thing,The Horn,283
TRAVRDW128F932657D,Fat Freddy's Drop,The Raft,403
TRAVRET128F422DA1B,The Four Aces,Feelings,251
TRAVRMA128F9323782,Love/Hate,Don't Be Afraid,187
TRAVRNH128F42B85E6,Roch Voisine,Sauve-moi,253
TRAVSEK128F428AB05,Shirley Brown,Move Me - Move Me,259
TRAVSJD12903CB3097,Hey Negrita,Chained,169
TRAVSJZ128F147BE50,Agent Orange,Somebody To Love (Album Version),264
TRAVSNR12903CBBC81,Fauna Flash,Tel Aviv,179
TRAVSPR12903CBC884,General Elektriks,Catch The Bus,224
TRAVSRO12903CBCA6F,Dagda,The Turning Years,240
TRAVSSN128F931C5F6,Grateful Dead,"Dupree's Diamond Blues [Live at Knickerbocker Arena, Albany, NY, March 1990]",246
TRAVTBD12903D078A5,Fabulous Disaster,Star Car,81
TRAVTDJ128F9318DDB,Chapeau Claque,Reykjavik,288
TRAVTGB12903CE5231,daphne,Change,172
TRAVTLK128F93389E4,Eurogliders,Listen,177
TRAVTTJ128F4266D7C,James Blood Ulmer,"Too Lazy To Work, Too Nervous To Steal",291
TRAVUIQ128F4231357,Nena,Lass mich (radio version),183
TRAVUJS128F427A50F,Mike Oldfield,The Tempest,246
TRAVUMJ128F932117E,Support Lesbiens,Sacred Cup,226
TRAVUQU128F933D3FE,Stan Getz,Gone With the Wind,269
TRAVURN12903CD9FCC,Hank Marvin,Tailspin,302
TRAVUTW128F92D821F,Wolfsheim,The Sparrows and the Nightingales,211
TRAVVBT12903CDCEAE,Inked In Blood,Call To Arms,188
TRAVVFG128F14697E9,Steve Hillage,Lunar Musick Suite,345
TRAVVLS128F14A79D6,Ali Hassan Kuban,Gammal,208
TRAVVRJ12903CE4166,Debbie Deane,Sunday Morning Dawn,114
TRAVVSA128F92C9A41,Cimarons,Willin - Original,157
TRAVVTG128F428E8CA,Fist,Fe fi fo fum,268
TRAVVYO12903CAFAD1,The Machines,Over And Out,247
TRAVWCV128F14AA604,Fuckpony,Mafalda,235
TRAVWEK12903D0C756,Niki Haris,Total Love,274
TRAVWGY128F9337BAF,Willy Chirino,El Cantor Del Pueblo,195
TRAVWIE128F149BD15,Mahlathini and The Mahotella Queens,Re Ya Dumedisa,274
TRAVWRR128F933B142,Pigface,War Ich Nicht,260
TRAVXCQ128F92DDE94,Feridun Düzağaç,Kurumus ölüyorken,228
TRAVXDV128F934D9AB,The Young Dubliners,Rosie,213
TRAVXFA128F933B7A3,BloodKin,Night School,260
TRAVXJF12903CF0973,The Clovers,Nip Sip,270
TRAVXOW128F92FB749,Miles Davis,Ah-Leu-Cha,346
TRAVXWY128F42A2689,Zarah Leander,Ich steh' im Regen (aus dem Film 'Zu neuen Ufern'),217
TRAVXZY128F426E5AD,Da Brat,Sittin' On Top Of The World,230
TRAVYFE12903CB52E5,Doctor Rockit,Café De Flore,290
TRAVYPD128F424DB08,The Dreamside,Open your eyes (feat. Rogue) (single version),195
TRAVYTY128F4238850,General Degree,Granny,151
TRAVZGW12903CF2514,Arthur Verocai,Tudo De Bom,255
TRAVZIF128F4295AC2,The Sentinals,Surfin',154
TRAVZKQ128F4291393,Benümb,Division Within Division,149
TRAVZTE128F421C581,Shawn Christopher,Don't Lose The Magic [David Morales Dub],164
TRAVZWM128E079282D,Jurassic 5,Acetate Prophets,301
TRAWAFA128F931B67C,24-7 Spyz,Earth And Sky,173
TRAWAGQ128F932FB1C,Heads Will Roll,Truth In Jest,287
TRAWAJW128F42154AD,Los Suaves,Baby Please don't Go,192
TRAWAUC128F9312676,Mind da Gap,Atitude Construtiva,225
TRAWAUX128F4236BAC,Dubee,"Dubee, Mall & Sleep  (LP Version)",197
TRAWAUZ128F9322AB2,Alvik,beat :: skip (nut'n'berry rmx by prince of tennis),191
TRAWBEL128F427FCBA,Fatty Koo,Fatty Koo,305
TRAWBJQ128F931AC8D,Moses Pelham,Mein Glück,324
TRAWBKL128F932E32A,Viola,My Troubled One,308
TRAWBMA12903CD5422,Tocadisco,Toca 128.0 FM,301
TRAWBNI128F4244271,Veggie Tales (Veggie Tunes),I'm Blue (LP Version),322
TRAWBNU128F9306D69,Kojak,The Truth,216
TRAWBUA128F92F9966,The Monotones,Zombi,293
TRAWBXX12903D099D5,Vlad Topalov,Podnimus Visoko,233
TRAWCBC128F92ECDE9,Kid Cudi,Day 'N' Nite,214
TRAWCCQ12903CD9497,Krishna Das,The Goddess Suite - Mother Song,252
TRAWCCZ128F14A66AB,LCD Soundsystem,Yeah (Pretentious Mix),158
TRAWCHJ128F9359625,Buddy Knox,Party Doll,221
TRAWCLE128F92F7BBD,Karsh Kale,Beautiful (Beat Pharmacy Remix),127
TRAWCLM12903CCABD1,Marc Anthony,Pastourel Delaï L'Aiga - Un jour je m'y promène,271
TRAWCLY128F424835F,Larry Groce,Hickory Dickory Dock/Jack And Jill/Jack Be Nimble (Medley),254
TRAWDAX128F931C5EF,Junior Murvin,Police & Thieves,255
TRAWDEG12903C9A9DB,Aca Lukas,Kuda idu ljudi kao ja,283
TRAWDET128F934FB4E,Pridebowl,Throw In The Towel,295
TRAWDFL128F426B6C1,Brigitte Fontaine,Chat,203
TRAWDKJ128F423A5F3,La Excepción,Gorrion Bernardino (Con Kultama),287
TRAWDMN128F934911B,The Big Bopper,Old Maid,226
TRAWDRH12903CFA586,Boo Williams,teckno drome,274
TRAWDTB12903CB283D,Ha Ha Tonka,Thoreau in the Woods (Album),347
TRAWDUC12903CC51A0,The Commercial Hippies,Loose Control,361
TRAWEFO128F92D816D,Styles of Beyond,Bleach (Instrumental),302
TRAWFEM128F92D95BA,Nnenna Freelon,The Tears Of A Clown,174
TRAWFFR128F9320370,Bobby Sherman,Jingle Bell Rock,246
TRAWFLJ128F4255415,Gerald Albright,About Last Night - LP Version,245
TRAWFRU128F145954F,Betty Carter,Some Other Time,319
TRAWFSN128F9348E3E,Rocío Dúrcal,La Diferencia,241
TRAWGFU128F92DEF4D,Charlie Parker,The Song Is You,187
TRAWGJX128F429A3F0,Equipe 84,La Montagna Sacra,177
TRAWGKQ128F92F8F54,Thyrfing,Celebration of Our Victory,237
TRAWGNH128F42320BB,The End,A Fell Wind,263
TRAWGOW128F149FF8F,Sunbeam,The Beginning,204
